"sales_key","sales_order_number","order_date","product_key","reseller_key","employee_key","sales_teritory_key","quantity","unit_price","sales","cost"
11783,SO57140,2019-11-21,483,359,283,2,"2",$72,$144,$89.76
11784,SO57141,2019-11-21,287,666,283,2,"2",$202.33,$404.66,$409.25
11785,SO57141,2019-11-21,240,666,283,2,"2",$858.9,"$1,717.8","$1,737.27"
11786,SO57141,2019-11-21,436,666,283,2,"2",$356.9,$713.8,$721.89
11787,SO57141,2019-11-21,605,666,283,2,"2",$323.99,$647.98,$687.3
11788,SO57141,2019-11-21,434,666,283,2,"2",$356.9,$713.8,$721.89
11789,SO57141,2019-11-21,547,666,283,2,"2",$48.59,$97.18,$71.92
11790,SO57164,2019-11-25,605,540,283,2,"2",$323.99,$647.98,$687.3
11791,SO57164,2019-11-25,484,540,283,2,"2",$4.77,$9.54,$5.95
11792,SO58903,2019-12-01,579,557,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11793,SO58903,2019-12-01,554,557,283,2,"2",$54.94,$109.88,$81.31
11794,SO58950,2019-12-09,434,72,283,2,"2",$356.9,$713.8,$721.89
11795,SO58950,2019-12-09,243,72,283,2,"2",$858.9,"$1,717.8","$1,737.27"
11796,SO58950,2019-12-09,545,72,283,2,"2",$24.29,$48.58,$35.96
11797,SO58976,2019-12-13,583,216,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11798,SO58976,2019-12-13,547,216,283,2,"2",$48.59,$97.18,$71.92
11799,SO58976,2019-12-13,606,216,283,2,"2",$323.99,$647.98,$687.3
11800,SO58976,2019-12-13,546,216,283,2,"2",$37.25,$74.5,$55.14
11801,SO58976,2019-12-13,234,216,283,2,"2",$29.99,$59.98,$76.98
11802,SO58976,2019-12-13,490,216,283,2,"2",$32.39,$64.78,$83.14
11803,SO59006,2019-12-18,355,576,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11804,SO59012,2019-12-19,563,539,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11805,SO59012,2019-12-19,514,539,283,2,"2",$63.9,$127.8,$94.57
11806,SO59012,2019-12-19,565,539,283,2,"2",$445.41,$890.82,$922.89
11807,SO59012,2019-12-19,564,539,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11808,SO59012,2019-12-19,501,539,283,2,"2",$72.88,$145.76,$107.86
11809,SO59012,2019-12-19,570,539,283,2,"2",$445.41,$890.82,$922.89
11810,SO59012,2019-12-19,496,539,283,2,"2",$602.35,"$1,204.7","$1,203.49"
11811,SO59012,2019-12-19,477,539,283,2,"2",$2.99,$5.98,$3.73
11812,SO59012,2019-12-19,603,539,283,2,"2",$72.89,$145.78,$107.88
11813,SO59012,2019-12-19,499,539,283,2,"2",$602.35,"$1,204.7","$1,203.49"
11814,SO59012,2019-12-19,567,539,283,2,"2",$445.41,$890.82,$922.89
11815,SO59032,2019-12-21,605,126,283,2,"2",$323.99,$647.98,$687.3
11816,SO59074,2019-12-31,581,54,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11817,SO59074,2019-12-31,434,54,283,2,"2",$356.9,$713.8,$721.89
11818,SO59074,2019-12-31,408,54,283,2,"2",$72.16,$144.32,$106.8
11819,SO59074,2019-12-31,482,54,283,2,"2",$5.39,$10.78,$6.72
11820,SO59074,2019-12-31,440,54,283,2,"2",$858.9,"$1,717.8","$1,737.27"
11821,SO59074,2019-12-31,378,54,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
11822,SO59074,2019-12-31,287,54,283,2,"2",$202.33,$404.66,$409.25
11823,SO59075,2019-12-31,548,179,283,2,"2",$48.59,$97.18,$71.92
11824,SO59075,2019-12-31,567,179,283,2,"2",$445.41,$890.82,$922.89
11825,SO59075,2019-12-31,214,179,283,2,"2",$20.99,$41.98,$26.17
11826,SO59075,2019-12-31,472,179,283,2,"2",$38.1,$76.2,$47.5
11827,SO59075,2019-12-31,570,179,283,2,"2",$445.41,$890.82,$922.89
11828,SO59075,2019-12-31,603,179,283,2,"2",$72.89,$145.78,$107.88
11829,SO59075,2019-12-31,501,179,283,2,"2",$72.88,$145.76,$107.86
11830,SO59075,2019-12-31,579,179,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11831,SO59075,2019-12-31,555,179,283,2,"2",$63.9,$127.8,$94.57
11832,SO59075,2019-12-31,465,179,283,2,"2",$14.69,$29.38,$18.32
11833,SO59075,2019-12-31,488,179,283,2,"2",$32.39,$64.78,$83.14
11834,SO61181,2020-01-04,355,125,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11835,SO61181,2020-01-04,400,125,283,2,"2",$37.15,$74.3,$54.99
11836,SO61181,2020-01-04,597,125,283,2,"2",$323.99,$647.98,$589.16
11837,SO61181,2020-01-04,595,125,283,2,"2",$338.99,$677.98,$616.44
11838,SO61181,2020-01-04,596,125,283,2,"2",$323.99,$647.98,$589.16
11839,SO61181,2020-01-04,475,125,283,2,"2",$41.99,$83.98,$52.35
11840,SO61181,2020-01-04,587,125,283,2,"2",$461.69,$923.38,$839.56
11841,SO61192,2020-01-06,357,252,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11842,SO61209,2020-01-13,544,594,283,2,"2",$48.59,$97.18,$71.92
11843,SO61209,2020-01-13,591,594,283,2,"2",$338.99,$677.98,$616.44
11844,SO61209,2020-01-13,357,594,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11845,SO61209,2020-01-13,599,594,283,2,"2",$323.99,$647.98,$589.16
11846,SO61209,2020-01-13,594,594,283,2,"2",$338.99,$677.98,$616.44
11847,SO61209,2020-01-13,596,594,283,2,"2",$323.99,$647.98,$589.16
11848,SO61209,2020-01-13,475,594,283,2,"2",$41.99,$83.98,$52.35
11849,SO61209,2020-01-13,593,594,283,2,"2",$338.99,$677.98,$616.44
11850,SO61219,2020-01-16,586,691,283,2,"2",$445.41,$890.82,$922.89
11851,SO61219,2020-01-16,585,691,283,2,"2",$445.41,$890.82,$922.89
11852,SO61219,2020-01-16,575,691,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11853,SO61219,2020-01-16,560,691,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11854,SO61219,2020-01-16,562,691,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11855,SO61219,2020-01-16,552,691,283,2,"2",$54.89,$109.78,$81.24
11856,SO61219,2020-01-16,573,691,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11857,SO61219,2020-01-16,578,691,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11858,SO61224,2020-01-18,604,618,283,2,"2",$323.99,$647.98,$687.3
11859,SO61224,2020-01-18,581,618,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11860,SO61224,2020-01-18,483,618,283,2,"2",$72,$144,$89.76
11861,SO61224,2020-01-18,225,618,283,2,"2",$5.39,$10.78,$13.84
11862,SO61224,2020-01-18,372,618,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
11863,SO61224,2020-01-18,605,618,283,2,"2",$323.99,$647.98,$687.3
11864,SO61224,2020-01-18,584,618,283,2,"2",$323.99,$647.98,$687.3
11865,SO63125,2020-02-01,309,378,283,2,"2",$818.7,"$1,637.4","$1,494.4"
11866,SO63125,2020-02-01,531,378,283,2,"2",$149.87,$299.74,$273.57
11867,SO63135,2020-02-03,547,558,283,2,"2",$48.59,$97.18,$71.92
11868,SO63137,2020-02-04,475,667,283,2,"2",$41.99,$83.98,$52.35
11869,SO63147,2020-02-06,545,36,283,2,"2",$24.29,$48.58,$35.96
11870,SO63163,2020-02-09,481,89,283,2,"2",$5.39,$10.78,$6.72
11871,SO63163,2020-02-09,482,89,283,2,"2",$5.39,$10.78,$6.72
11872,SO63167,2020-02-09,583,684,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11873,SO63167,2020-02-09,376,684,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
11874,SO63167,2020-02-09,546,684,283,2,"2",$37.25,$74.5,$55.14
11875,SO63167,2020-02-09,418,684,283,2,"2",$356.9,$713.8,$721.89
11876,SO63167,2020-02-09,436,684,283,2,"2",$356.9,$713.8,$721.89
11877,SO63167,2020-02-09,382,684,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11878,SO63167,2020-02-09,581,684,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11879,SO63175,2020-02-11,390,540,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11880,SO63175,2020-02-11,471,540,283,2,"2",$38.1,$76.2,$47.5
11881,SO63175,2020-02-11,491,540,283,2,"2",$32.39,$64.78,$83.14
11882,SO63182,2020-02-12,586,522,283,2,"2",$445.41,$890.82,$922.89
11883,SO63182,2020-02-12,573,522,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11884,SO63182,2020-02-12,561,522,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11885,SO63184,2020-02-12,471,359,283,2,"2",$38.1,$76.2,$47.5
11886,SO63200,2020-02-17,603,233,283,2,"2",$72.89,$145.78,$107.88
11887,SO63200,2020-02-17,357,233,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11888,SO63200,2020-02-17,488,233,283,2,"2",$32.39,$64.78,$83.14
11889,SO63200,2020-02-17,353,233,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11890,SO63200,2020-02-17,531,233,283,2,"2",$149.87,$299.74,$273.57
11891,SO63200,2020-02-17,217,233,283,2,"2",$20.99,$41.98,$26.17
11892,SO63200,2020-02-17,511,233,283,2,"2",$218.45,$436.9,$398.75
11893,SO63200,2020-02-17,359,233,283,2,"2","$1,376.99","$2,753.98","$2,503.96"
11894,SO63219,2020-02-18,580,108,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11895,SO63219,2020-02-18,484,108,283,2,"2",$4.77,$9.54,$5.95
11896,SO63264,2020-02-24,546,432,283,2,"2",$37.25,$74.5,$55.14
11897,SO63264,2020-02-24,376,432,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
11898,SO63264,2020-02-24,584,432,283,2,"2",$323.99,$647.98,$687.3
11899,SO63279,2020-02-26,382,666,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11900,SO63279,2020-02-26,434,666,283,2,"2",$356.9,$713.8,$721.89
11901,SO63279,2020-02-26,583,666,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11902,SO63279,2020-02-26,606,666,283,2,"2",$323.99,$647.98,$687.3
11903,SO63279,2020-02-26,546,666,283,2,"2",$37.25,$74.5,$55.14
11904,SO63279,2020-02-26,384,666,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11905,SO65152,2020-03-01,390,216,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11906,SO65152,2020-03-01,583,216,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11907,SO65152,2020-03-01,491,216,283,2,"2",$32.39,$64.78,$83.14
11908,SO65152,2020-03-01,481,216,283,2,"2",$5.39,$10.78,$6.72
11909,SO65152,2020-03-01,382,216,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11910,SO65152,2020-03-01,580,216,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11911,SO65194,2020-03-08,586,53,283,2,"2",$445.41,$890.82,$922.89
11912,SO65194,2020-03-08,572,53,283,2,"2",$445.41,$890.82,$922.89
11913,SO65194,2020-03-08,564,53,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11914,SO65194,2020-03-08,579,53,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11915,SO65236,2020-03-16,580,54,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11916,SO65236,2020-03-16,584,54,283,2,"2",$323.99,$647.98,$687.3
11917,SO65236,2020-03-16,484,54,283,2,"2",$4.77,$9.54,$5.95
11918,SO65236,2020-03-16,384,54,283,2,"2",$672.29,"$1,344.58","$1,426.16"
11919,SO65236,2020-03-16,477,54,283,2,"2",$2.99,$5.98,$3.73
11920,SO65236,2020-03-16,491,54,283,2,"2",$32.39,$64.78,$83.14
11921,SO65236,2020-03-16,436,54,283,2,"2",$356.9,$713.8,$721.89
11922,SO65237,2020-03-16,546,72,283,2,"2",$37.25,$74.5,$55.14
11923,SO65237,2020-03-16,436,72,283,2,"2",$356.9,$713.8,$721.89
11924,SO65237,2020-03-16,547,72,283,2,"2",$48.59,$97.18,$71.92
11925,SO65237,2020-03-16,434,72,283,2,"2",$356.9,$713.8,$721.89
11926,SO65245,2020-03-18,560,179,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11927,SO65245,2020-03-18,575,179,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11928,SO65245,2020-03-18,577,179,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11929,SO65245,2020-03-18,491,179,283,2,"2",$32.39,$64.78,$83.14
11930,SO65245,2020-03-18,225,179,283,2,"2",$5.39,$10.78,$13.84
11931,SO65245,2020-03-18,559,179,283,2,"2",$12.14,$24.28,$17.97
11932,SO65245,2020-03-18,558,179,283,2,"2",$242.99,$485.98,$359.63
11933,SO65245,2020-03-18,571,179,283,2,"2",$445.41,$890.82,$922.89
11934,SO65257,2020-03-20,570,539,283,2,"2",$445.41,$890.82,$922.89
11935,SO65257,2020-03-20,563,539,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11936,SO65257,2020-03-20,562,539,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11937,SO65257,2020-03-20,564,539,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11938,SO65257,2020-03-20,578,539,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11939,SO65257,2020-03-20,491,539,283,2,"2",$32.39,$64.78,$83.14
11940,SO65257,2020-03-20,572,539,283,2,"2",$445.41,$890.82,$922.89
11941,SO65257,2020-03-20,558,539,283,2,"2",$242.99,$485.98,$359.63
11942,SO65257,2020-03-20,560,539,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11943,SO65262,2020-03-21,222,636,283,2,"2",$20.99,$41.98,$26.17
11944,SO65276,2020-03-23,481,126,283,2,"2",$5.39,$10.78,$6.72
11945,SO65302,2020-03-27,487,143,283,2,"2",$32.99,$65.98,$41.13
11946,SO67263,2020-04-04,298,125,283,2,"2",$809.76,"$1,619.52","$1,478.08"
11947,SO67263,2020-04-04,587,125,283,2,"2",$461.69,$923.38,$839.56
11948,SO67263,2020-04-04,598,125,283,2,"2",$323.99,$647.98,$589.16
11949,SO67263,2020-04-04,309,125,283,2,"2",$818.7,"$1,637.4","$1,494.4"
11950,SO67263,2020-04-04,544,125,283,2,"2",$48.59,$97.18,$71.92
11951,SO67263,2020-04-04,524,125,283,2,"2",$158.43,$316.86,$289.19
11952,SO67271,2020-04-06,546,618,283,2,"2",$37.25,$74.5,$55.14
11953,SO67271,2020-04-06,606,618,283,2,"2",$323.99,$647.98,$687.3
11954,SO67271,2020-04-06,545,618,283,2,"2",$24.29,$48.58,$35.96
11955,SO67271,2020-04-06,604,618,283,2,"2",$323.99,$647.98,$687.3
11956,SO67271,2020-04-06,582,618,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
11957,SO67271,2020-04-06,378,618,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
11958,SO67271,2020-04-06,487,618,283,2,"2",$32.99,$65.98,$41.13
11959,SO67271,2020-04-06,547,618,283,2,"2",$48.59,$97.18,$71.92
11960,SO67282,2020-04-10,601,691,283,2,"2",$32.39,$64.78,$47.94
11961,SO67282,2020-04-10,579,691,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11962,SO67282,2020-04-10,578,691,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11963,SO67282,2020-04-10,585,691,283,2,"2",$445.41,$890.82,$922.89
11964,SO67282,2020-04-10,575,691,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11965,SO67282,2020-04-10,603,691,283,2,"2",$72.89,$145.78,$107.88
11966,SO67282,2020-04-10,564,691,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
11967,SO67282,2020-04-10,552,691,283,2,"2",$54.89,$109.78,$81.24
11968,SO67282,2020-04-10,577,691,283,2,"2",$728.91,"$1,457.82","$1,510.3"
11969,SO67282,2020-04-10,571,691,283,2,"2",$445.41,$890.82,$922.89
11970,SO67282,2020-04-10,567,691,283,2,"2",$445.41,$890.82,$922.89
11971,SO67284,2020-04-10,398,594,283,2,"2",$26.72,$53.44,$39.55
11972,SO67284,2020-04-10,599,594,283,2,"2",$323.99,$647.98,$589.16
11973,SO67284,2020-04-10,513,594,283,2,"2",$218.45,$436.9,$398.75
11974,SO67284,2020-04-10,596,594,283,2,"2",$323.99,$647.98,$589.16
11975,SO67284,2020-04-10,298,594,283,2,"2",$809.76,"$1,619.52","$1,478.08"
11976,SO67284,2020-04-10,594,594,283,2,"2",$338.99,$677.98,$616.44
11977,SO67284,2020-04-10,309,594,283,2,"2",$818.7,"$1,637.4","$1,494.4"
11978,SO67284,2020-04-10,532,594,283,2,"2",$149.87,$299.74,$273.57
11979,SO67284,2020-04-10,524,594,283,2,"2",$158.43,$316.86,$289.19
11980,SO67291,2020-04-13,398,252,283,2,"2",$26.72,$53.44,$39.55
11981,SO67291,2020-04-13,551,252,283,2,"2",$158.43,$316.86,$289.19
11982,SO67291,2020-04-13,511,252,283,2,"2",$218.45,$436.9,$398.75
11983,SO69440,2020-05-09,552,396,283,2,"2",$54.89,$109.78,$81.24
11984,SO69440,2020-05-09,477,396,283,2,"2",$2.99,$5.98,$3.73
11985,SO69442,2020-05-09,355,233,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11986,SO69442,2020-05-09,517,233,283,2,"2",$31.58,$63.16,$46.74
11987,SO69442,2020-05-09,357,233,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
11988,SO69442,2020-05-09,556,233,283,2,"2",$105.29,$210.58,$155.84
11989,SO69442,2020-05-09,511,233,283,2,"2",$218.45,$436.9,$398.75
11990,SO69442,2020-05-09,551,233,283,2,"2",$158.43,$316.86,$289.19
11991,SO69442,2020-05-09,306,233,283,2,"2",$809.76,"$1,619.52","$1,478.08"
11992,SO69442,2020-05-09,533,233,283,2,"2",$149.87,$299.74,$273.57
11993,SO69442,2020-05-09,525,233,283,2,"2",$158.43,$316.86,$289.19
11994,SO69442,2020-05-09,237,233,283,2,"2",$29.99,$59.98,$76.98
11995,SO69442,2020-05-09,222,233,283,2,"2",$20.99,$41.98,$26.17
11996,SO69442,2020-05-09,234,233,283,2,"2",$29.99,$59.98,$76.98
11997,SO69442,2020-05-09,559,233,283,2,"2",$12.14,$24.28,$17.97
11998,SO69450,2020-05-11,255,684,283,2,"2",$202.33,$404.66,$409.25
11999,SO69450,2020-05-11,374,684,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
12000,SO69450,2020-05-11,547,684,283,2,"2",$48.59,$97.18,$71.92
12001,SO69450,2020-05-11,605,684,283,2,"2",$323.99,$647.98,$687.3
12002,SO69450,2020-05-11,382,684,283,2,"2",$672.29,"$1,344.58","$1,426.16"
12003,SO69462,2020-05-13,605,540,283,2,"2",$323.99,$647.98,$687.3
12004,SO69462,2020-05-13,583,540,283,2,"2","$1,020.59","$2,041.18","$2,165.02"
12005,SO69462,2020-05-13,225,540,283,2,"2",$5.39,$10.78,$13.84
12006,SO69462,2020-05-13,547,540,283,2,"2",$48.59,$97.18,$71.92
12007,SO69462,2020-05-13,390,540,283,2,"2",$672.29,"$1,344.58","$1,426.16"
12008,SO69462,2020-05-13,546,540,283,2,"2",$37.25,$74.5,$55.14
12009,SO69467,2020-05-14,586,522,283,2,"2",$445.41,$890.82,$922.89
12010,SO69467,2020-05-14,491,522,283,2,"2",$32.39,$64.78,$83.14
12011,SO69467,2020-05-14,576,522,283,2,"2","$1,430.44","$2,860.88","$2,963.88"
12012,SO69467,2020-05-14,568,522,283,2,"2",$445.41,$890.82,$922.89
12013,SO69473,2020-05-15,533,378,283,2,"2",$149.87,$299.74,$273.57
12014,SO69473,2020-05-15,525,378,283,2,"2",$158.43,$316.86,$289.19
12015,SO69473,2020-05-15,542,378,283,2,"2",$24.29,$48.58,$35.96
12016,SO69476,2020-05-15,533,667,283,2,"2",$149.87,$299.74,$273.57
12017,SO69476,2020-05-15,512,667,283,2,"2",$218.45,$436.9,$398.75
12018,SO69476,2020-05-15,517,667,283,2,"2",$31.58,$63.16,$46.74
12019,SO69481,2020-05-16,434,558,283,2,"2",$356.9,$713.8,$721.89
12020,SO69489,2020-05-17,490,107,283,2,"2",$32.39,$64.78,$83.14
12021,SO69493,2020-05-18,234,89,283,2,"2",$29.99,$59.98,$76.98
12022,SO69499,2020-05-19,588,593,283,2,"2",$461.69,$923.38,$839.56
12023,SO69507,2020-05-20,440,432,283,2,"2",$858.9,"$1,717.8","$1,737.27"
12024,SO69526,2020-05-25,434,108,283,2,"2",$356.9,$713.8,$721.89
12025,SO69526,2020-05-25,465,108,283,2,"2",$14.69,$29.38,$18.32
12026,SO69534,2020-05-27,225,359,283,2,"2",$5.39,$10.78,$13.84
12027,SO69544,2020-05-28,384,666,283,2,"2",$672.29,"$1,344.58","$1,426.16"
12028,SO69544,2020-05-28,240,666,283,2,"2",$858.9,"$1,717.8","$1,737.27"
12029,SO69544,2020-05-28,545,666,283,2,"2",$24.29,$48.58,$35.96
12030,SO69544,2020-05-28,287,666,283,2,"2",$202.33,$404.66,$409.25
12031,SO69544,2020-05-28,482,666,283,2,"2",$5.39,$10.78,$6.72
12032,SO69544,2020-05-28,386,666,283,2,"2",$672.29,"$1,344.58","$1,426.16"
12033,SO69544,2020-05-28,376,666,283,2,"2","$1,466.01","$2,932.02","$3,109.9"
12034,SO69544,2020-05-28,434,666,283,2,"2",$356.9,$713.8,$721.89
12035,SO48776,2019-01-24,352,414,283,2,"2","$1,242.85","$2,485.7","$2,235.71"
12036,SO48776,2019-01-24,469,414,283,2,"2",$22.79,$45.58,$31.34
12037,SO48776,2019-01-24,393,414,283,2,"2",$137.69,$275.38,$203.79
12038,SO48776,2019-01-24,367,414,283,2,"2",$647.99,"$1,295.98","$1,196.87"
12039,SO48776,2019-01-24,427,414,283,2,"2",$209.26,$418.52,$371.64
12040,SO48776,2019-01-24,360,414,283,2,"2","$1,229.46","$2,458.92","$2,211.62"
12041,SO48776,2019-01-24,420,414,283,2,"2",$141.62,$283.24,$209.59
12042,SO49877,2019-04-23,410,414,283,2,"2",$36.45,$72.9,$53.94
12043,SO49877,2019-04-23,365,414,283,2,"2",$647.99,"$1,295.98","$1,196.87"
12044,SO51157,2019-07-26,603,414,283,2,"2",$72.89,$145.78,$107.88
12045,SO51157,2019-07-26,290,414,283,2,"2",$818.7,"$1,637.4","$1,494.4"
12046,SO51157,2019-07-26,398,414,283,2,"2",$26.72,$53.44,$39.55
12047,SO51157,2019-07-26,515,414,283,2,"2",$16.27,$32.54,$24.08
12048,SO51157,2019-07-26,533,414,283,2,"2",$149.87,$299.74,$273.57
12049,SO51157,2019-07-26,531,414,283,2,"2",$149.87,$299.74,$273.57
12050,SO51157,2019-07-26,516,414,283,2,"2",$23.48,$46.96,$34.76
12051,SO51157,2019-07-26,355,414,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
12052,SO51157,2019-07-26,400,414,283,2,"2",$37.15,$74.3,$54.99
12053,SO51157,2019-07-26,295,414,283,2,"2",$818.7,"$1,637.4","$1,494.4"
12054,SO51157,2019-07-26,552,414,283,2,"2",$54.89,$109.78,$81.24
12055,SO51157,2019-07-26,599,414,283,2,"2",$323.99,$647.98,$589.16
12056,SO51157,2019-07-26,601,414,283,2,"2",$32.39,$64.78,$47.94
12057,SO51157,2019-07-26,556,414,283,2,"2",$105.29,$210.58,$155.84
12058,SO51157,2019-07-26,513,414,283,2,"2",$218.45,$436.9,$398.75
12059,SO51157,2019-07-26,544,414,283,2,"2",$48.59,$97.18,$71.92
12060,SO51157,2019-07-26,594,414,283,2,"2",$338.99,$677.98,$616.44
12061,SO51157,2019-07-26,477,414,283,2,"2",$2.99,$5.98,$3.73
12062,SO55301,2019-10-23,588,414,283,2,"2",$461.69,$923.38,$839.56
12063,SO55301,2019-10-23,532,414,283,2,"2",$149.87,$299.74,$273.57
12064,SO55301,2019-10-23,595,414,283,2,"2",$338.99,$677.98,$616.44
12065,SO55301,2019-10-23,400,414,283,2,"2",$37.15,$74.3,$54.99
12066,SO55301,2019-10-23,591,414,283,2,"2",$338.99,$677.98,$616.44
12067,SO55301,2019-10-23,398,414,283,2,"2",$26.72,$53.44,$39.55
12068,SO55301,2019-10-23,475,414,283,2,"2",$41.99,$83.98,$52.35
12069,SO55301,2019-10-23,531,414,283,2,"2",$149.87,$299.74,$273.57
12070,SO55301,2019-10-23,295,414,283,2,"2",$818.7,"$1,637.4","$1,494.4"
12071,SO55301,2019-10-23,601,414,283,2,"2",$32.39,$64.78,$47.94
12072,SO55301,2019-10-23,306,414,283,2,"2",$809.76,"$1,619.52","$1,478.08"
12073,SO55301,2019-10-23,551,414,283,2,"2",$158.43,$316.86,$289.19
12074,SO55301,2019-10-23,488,414,283,2,"2",$32.39,$64.78,$83.14
12075,SO61239,2020-01-22,398,414,283,2,"2",$26.72,$53.44,$39.55
12076,SO61239,2020-01-22,544,414,283,2,"2",$48.59,$97.18,$71.92
12077,SO61239,2020-01-22,551,414,283,2,"2",$158.43,$316.86,$289.19
12078,SO61239,2020-01-22,361,414,283,2,"2","$1,376.99","$2,753.98","$2,503.96"
12079,SO61239,2020-01-22,476,414,283,2,"2",$41.99,$83.98,$52.35
12080,SO61239,2020-01-22,531,414,283,2,"2",$149.87,$299.74,$273.57
12081,SO61239,2020-01-22,527,414,283,2,"2",$158.43,$316.86,$289.19
12082,SO61239,2020-01-22,474,414,283,2,"2",$41.99,$83.98,$52.35
12083,SO61239,2020-01-22,524,414,283,2,"2",$158.43,$316.86,$289.19
12084,SO61239,2020-01-22,231,414,283,2,"2",$29.99,$59.98,$76.98
12085,SO61239,2020-01-22,353,414,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
12086,SO67314,2020-04-20,474,414,283,2,"2",$41.99,$83.98,$52.35
12087,SO67314,2020-04-20,355,414,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
12088,SO67314,2020-04-20,532,414,283,2,"2",$149.87,$299.74,$273.57
12089,SO67314,2020-04-20,298,414,283,2,"2",$809.76,"$1,619.52","$1,478.08"
12090,SO67314,2020-04-20,357,414,283,2,"2","$1,391.99","$2,783.98","$2,531.24"
12091,SO67314,2020-04-20,309,414,283,2,"2",$818.7,"$1,637.4","$1,494.4"
12092,SO67314,2020-04-20,556,414,283,2,"2",$105.29,$210.58,$155.84
12093,SO67314,2020-04-20,295,414,283,2,"2",$818.7,"$1,637.4","$1,494.4"
12094,SO67314,2020-04-20,480,414,283,2,"2",$1.37,$2.74,$1.71
12095,SO67314,2020-04-20,524,414,283,2,"2",$158.43,$316.86,$289.19
12096,SO67314,2020-04-20,552,414,283,2,"2",$54.89,$109.78,$81.24
12097,SO67314,2020-04-20,476,414,283,2,"2",$41.99,$83.98,$52.35
12098,SO67314,2020-04-20,559,414,283,2,"2",$12.14,$24.28,$17.97
12099,SO67314,2020-04-20,512,414,283,2,"2",$218.45,$436.9,$398.75
12100,SO67314,2020-04-20,595,414,283,2,"2",$338.99,$677.98,$616.44
12101,SO67314,2020-04-20,558,414,283,2,"2",$242.99,$485.98,$359.63
12102,SO67314,2020-04-20,551,414,283,2,"2",$158.43,$316.86,$289.19
12103,SO43681,2017-07-19,215,423,285,5,"2",$20.19,$40.38,$24.06
12104,SO43681,2017-07-19,272,423,285,5,"2",$183.94,$367.88,$362.97
12105,SO43681,2017-07-19,285,423,285,5,"2",$178.58,$357.16,$352.4
12106,SO43681,2017-07-19,229,423,285,5,"2",$28.84,$57.68,$63.45
12107,SO43681,2017-07-19,235,423,285,5,"2",$28.84,$57.68,$63.45
